Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match_Url
1,5,2,0,0,50.00,1,caught,1,v England,Ahmedabad,12 Feb 2025,https://stats.espncricinfo.com/ci/engine/match/1439906.html
41,-,36,7,0,113.88,1,caught,2,v Bangladesh,Dubai (DICS),20 Feb 2025,https://stats.espncricinfo.com/ci/engine/match/1466415.html
20,22,15,3,1,133.33,1,bowled,2,v Pakistan,Dubai (DICS),23 Feb 2025,https://stats.espncricinfo.com/ci/engine/match/1466418.html
15,24,17,1,1,88.23,1,caught,1,v New Zealand,Dubai (DICS),2 Mar 2025,https://stats.espncricinfo.com/ci/engine/match/1466425.html
28,33,29,3,1,96.55,1,lbw,2,v Australia,Dubai (DICS),4 Mar 2025,https://stats.espncricinfo.com/ci/engine/match/1466426.html
76,102,83,7,3,91.56,1,stumped,2,v New Zealand,Dubai (DICS),9 Mar 2025,https://stats.espncricinfo.com/ci/engine/match/1466428.html
DNB,-,-,-,-,-,-,-,1,v England,Durban,19 Sep 2007,https://stats.espncricinfo.com/ci/engine/match/287873.html
50*,52,40,7,2,125.00,5,not out,1,v South Africa,Durban,20 Sep 2007,https://stats.espncricinfo.com/ci/engine/match/287876.html
8*,11,5,0,1,160.00,6,not out,1,v Australia,Durban,22 Sep 2007,https://stats.espncricinfo.com/ci/engine/match/287878.html
30*,22,16,2,1,187.50,6,not out,1,v Pakistan,Johannesburg,24 Sep 2007,https://stats.espncricinfo.com/ci/engine/match/287879.html
DNB,-,-,-,-,-,-,-,2,v Australia,Brabourne,20 Oct 2007,https://stats.espncricinfo.com/ci/engine/match/297800.html
8,15,8,1,0,100.00,5,bowled,1,v Australia,Melbourne,1 Feb 2008,https://stats.espncricinfo.com/ci/engine/match/291356.html
4,13,11,0,0,36.36,6,caught,2,v Sri Lanka,Colombo (RPS),10 Feb 2009,https://stats.espncricinfo.com/ci/engine/match/386535.html
7,9,7,0,1,100.00,4,caught,1,v New Zealand,Christchurch,25 Feb 2009,https://stats.espncricinfo.com/ci/engine/match/386494.html
36,34,23,3,2,156.52,2,bowled,1,v Bangladesh,Nottingham,6 Jun 2009,https://stats.espncricinfo.com/ci/engine/match/355994.html
52*,61,45,4,1,115.55,2,not out,2,v Ireland,Nottingham,10 Jun 2009,https://stats.espncricinfo.com/ci/engine/match/356001.html
5,6,3,1,0,166.66,2,caught,1,v West Indies,Lord's,12 Jun 2009,https://stats.espncricinfo.com/ci/engine/match/356006.html
9,7,8,1,0,112.50,2,bowled,2,v England,Lord's,14 Jun 2009,https://stats.espncricinfo.com/ci/engine/match/356010.html
29,39,28,3,0,103.57,2,caught,2,v South Africa,Nottingham,16 Jun 2009,https://stats.espncricinfo.com/ci/engine/match/356014.html
3,-,4,0,0,75.00,5,run out,2,v Sri Lanka,Nagpur,9 Dec 2009,https://stats.espncricinfo.com/ci/engine/match/430884.html
79*,65,46,4,6,171.73,4,not out,2,v Australia,Bridgetown,7 May 2010,https://stats.espncricinfo.com/ci/engine/match/412691.html
5,10,8,1,0,62.50,4,caught,2,v West Indies,Bridgetown,9 May 2010,https://stats.espncricinfo.com/ci/engine/match/412695.html
DNB,-,-,-,-,-,-,-,1,v Sri Lanka,Gros Islet,11 May 2010,https://stats.espncricinfo.com/ci/engine/match/412699.html
10,22,15,1,0,66.66,4,stumped,2,v Zimbabwe,Harare,12 Jun 2010,https://stats.espncricinfo.com/ci/engine/match/452153.html
0*,1,0,0,0,-,5,not out,2,v Zimbabwe,Harare,13 Jun 2010,https://stats.espncricinfo.com/ci/engine/match/452154.html
53,38,34,5,2,155.88,3,caught,1,v South Africa,Durban,9 Jan 2011,https://stats.espncricinfo.com/ci/engine/match/463149.html
26,33,23,0,2,113.04,6,bowled,1,v West Indies,Port of Spain,4 Jun 2011,https://stats.espncricinfo.com/ci/engine/match/489220.html
1,7,3,0,0,33.33,5,stumped,1,v England,Manchester,31 Aug 2011,https://stats.espncricinfo.com/ci/engine/match/474476.html
0,2,1,0,0,0.00,5,bowled,2,v Australia,Sydney,1 Feb 2012,https://stats.espncricinfo.com/ci/engine/match/518954.html
DNB,-,-,-,-,-,-,-,2,v Australia,Melbourne,3 Feb 2012,https://stats.espncricinfo.com/ci/engine/match/518955.html
DNB,-,-,-,-,-,-,-,2,v South Africa,Johannesburg,30 Mar 2012,https://stats.espncricinfo.com/ci/engine/match/556252.html
DNB,-,-,-,-,-,-,-,1,v Sri Lanka,Pallekele,7 Aug 2012,https://stats.espncricinfo.com/ci/engine/match/564786.html
4*,2,2,0,0,200.00,6,not out,2,v New Zealand,Chennai,11 Sep 2012,https://stats.espncricinfo.com/ci/engine/match/565820.html
1*,2,1,0,0,100.00,7,not out,1,v Afghanistan,Colombo (RPS),19 Sep 2012,https://stats.espncricinfo.com/ci/engine/match/533274.html
55*,48,33,5,1,166.66,4,not out,1,v England,Colombo (RPS),23 Sep 2012,https://stats.espncricinfo.com/ci/engine/match/533281.html
1,5,2,0,0,50.00,5,bowled,1,v Australia,Colombo (RPS),28 Sep 2012,https://stats.espncricinfo.com/ci/engine/match/533287.html
DNB,-,-,-,-,-,-,-,2,v Pakistan,Colombo (RPS),30 Sep 2012,https://stats.espncricinfo.com/ci/engine/match/533291.html
25,48,27,2,0,92.59,4,lbw,1,v South Africa,Colombo (RPS),2 Oct 2012,https://stats.espncricinfo.com/ci/engine/match/533295.html
24,28,19,1,1,126.31,5,bowled,1,v England,Wankhede,22 Dec 2012,https://stats.espncricinfo.com/ci/engine/match/565811.html
2,8,2,0,0,100.00,7,run out,1,v Pakistan,Bengaluru,25 Dec 2012,https://stats.espncricinfo.com/ci/engine/match/589306.html
4*,1,2,1,0,200.00,7,not out,1,v Pakistan,Ahmedabad,28 Dec 2012,https://stats.espncricinfo.com/ci/engine/match/589307.html
8,8,8,0,1,100.00,1,caught,2,v Australia,Rajkot,10 Oct 2013,https://stats.espncricinfo.com/ci/engine/match/647247.html
24,41,21,1,2,114.28,1,bowled,2,v Pakistan,Mirpur,21 Mar 2014,https://stats.espncricinfo.com/ci/engine/match/682921.html
62*,83,55,5,2,112.72,1,not out,2,v West Indies,Mirpur,23 Mar 2014,https://stats.espncricinfo.com/ci/engine/match/682929.html
56,60,44,5,1,127.27,1,caught,2,v Bangladesh,Mirpur,28 Mar 2014,https://stats.espncricinfo.com/ci/engine/match/682943.html
5,1,3,1,0,166.66,1,caught,1,v Australia,Mirpur,30 Mar 2014,https://stats.espncricinfo.com/ci/engine/match/682951.html
24,17,13,4,1,184.61,1,caught,2,v South Africa,Mirpur,4 Apr 2014,https://stats.espncricinfo.com/ci/engine/match/682963.html
29,41,26,3,0,111.53,1,caught,1,v Sri Lanka,Mirpur,6 Apr 2014,https://stats.espncricinfo.com/ci/engine/match/682965.html
106,79,66,12,5,160.60,1,caught,1,v South Africa,Dharamsala,2 Oct 2015,https://stats.espncricinfo.com/ci/engine/match/903587.html
22,40,24,2,0,91.66,1,run out,1,v South Africa,Cuttack,5 Oct 2015,https://stats.espncricinfo.com/ci/engine/match/903589.html
31,21,20,4,1,155.00,1,caught,1,v Australia,Adelaide,26 Jan 2016,https://stats.espncricinfo.com/ci/engine/match/895817.html
60,69,47,5,2,127.65,1,run out,1,v Australia,Melbourne,29 Jan 2016,https://stats.espncricinfo.com/ci/engine/match/895819.html
52,57,38,5,1,136.84,1,caught,2,v Australia,Sydney,31 Jan 2016,https://stats.espncricinfo.com/ci/engine/match/895821.html
0,2,2,0,0,0.00,1,caught,1,v Sri Lanka,Pune,9 Feb 2016,https://stats.espncricinfo.com/ci/engine/match/963697.html
43,-,36,2,1,119.44,1,caught,1,v Sri Lanka,Ranchi,12 Feb 2016,https://stats.espncricinfo.com/ci/engine/match/963699.html
13,-,13,1,1,100.00,1,lbw,2,v Sri Lanka,Visakhapatnam,14 Feb 2016,https://stats.espncricinfo.com/ci/engine/match/963701.html
83,90,55,7,3,150.90,1,caught,1,v Bangladesh,Mirpur,24 Feb 2016,https://stats.espncricinfo.com/ci/engine/match/966745.html
0,2,2,0,0,0.00,1,lbw,2,v Pakistan,Mirpur,27 Feb 2016,https://stats.espncricinfo.com/ci/engine/match/966751.html
15,15,14,3,0,107.14,2,caught,2,v Sri Lanka,Mirpur,1 Mar 2016,https://stats.espncricinfo.com/ci/engine/match/966757.html
39,26,28,7,1,139.28,1,caught,2,v U.A.E.,Mirpur,3 Mar 2016,https://stats.espncricinfo.com/ci/engine/match/966761.html
1,8,5,0,0,20.00,1,caught,2,v Bangladesh,Mirpur,6 Mar 2016,https://stats.espncricinfo.com/ci/engine/match/966765.html
5,-,7,0,0,71.42,1,stumped,2,v New Zealand,Nagpur,15 Mar 2016,https://stats.espncricinfo.com/ci/engine/match/951329.html
10,11,11,2,0,90.90,1,caught,2,v Pakistan,Eden Gardens,19 Mar 2016,https://stats.espncricinfo.com/ci/engine/match/951341.html
18,29,16,1,1,112.50,1,caught,1,v Bangladesh,Bengaluru,23 Mar 2016,https://stats.espncricinfo.com/ci/engine/match/951353.html
12,25,17,1,0,70.58,1,bowled,2,v Australia,Mohali,27 Mar 2016,https://stats.espncricinfo.com/ci/engine/match/951363.html
43,29,31,3,3,138.70,1,lbw,1,v West Indies,Wankhede,31 Mar 2016,https://stats.espncricinfo.com/ci/engine/match/951371.html
62,54,28,4,4,221.42,1,caught,2,v West Indies,Lauderhill,27 Aug 2016,https://stats.espncricinfo.com/ci/engine/match/1041615.html
10*,9,8,0,1,125.00,1,not out,2,v West Indies,Lauderhill,28 Aug 2016,https://stats.espncricinfo.com/ci/engine/match/1041617.html
9,-,8,1,0,112.50,1,caught,2,v Sri Lanka,Colombo (RPS),6 Sep 2017,https://stats.espncricinfo.com/ci/engine/match/1109610.html
11,5,7,1,1,157.14,1,bowled,2,v Australia,Ranchi,7 Oct 2017,https://stats.espncricinfo.com/ci/engine/match/1119501.html
8,3,4,2,0,200.00,1,lbw,1,v Australia,Guwahati,10 Oct 2017,https://stats.espncricinfo.com/ci/engine/match/1119502.html
80,85,55,6,4,145.45,1,caught,1,v New Zealand,Delhi,1 Nov 2017,https://stats.espncricinfo.com/ci/engine/match/1120093.html
5,9,6,1,0,83.33,1,caught,2,v New Zealand,Rajkot,4 Nov 2017,https://stats.espncricinfo.com/ci/engine/match/1120094.html
8,11,9,1,0,88.88,1,caught,1,v New Zealand,Thiruvananthapuram,7 Nov 2017,https://stats.espncricinfo.com/ci/engine/match/1120095.html
17,21,13,2,0,130.76,1,caught,1,v Sri Lanka,Cuttack,20 Dec 2017,https://stats.espncricinfo.com/ci/engine/match/1122729.html
118,61,43,12,10,274.41,1,caught,1,v Sri Lanka,Indore,22 Dec 2017,https://stats.espncricinfo.com/ci/engine/match/1122730.html
27,31,20,4,1,135.00,1,caught,2,v Sri Lanka,Wankhede,24 Dec 2017,https://stats.espncricinfo.com/ci/engine/match/1122731.html
21,8,9,2,2,233.33,1,caught,1,v South Africa,Johannesburg,18 Feb 2018,https://stats.espncricinfo.com/ci/engine/match/1122285.html
0,5,1,0,0,0.00,2,lbw,1,v South Africa,Centurion,21 Feb 2018,https://stats.espncricinfo.com/ci/engine/match/1122286.html
11,9,8,2,0,137.50,1,lbw,1,v South Africa,Cape Town,24 Feb 2018,https://stats.espncricinfo.com/ci/engine/match/1122287.html
0,-,4,0,0,0.00,1,caught,1,v Sri Lanka,Colombo (RPS),6 Mar 2018,https://stats.espncricinfo.com/ci/engine/match/1133817.html
17,-,13,3,0,130.76,1,bowled,2,v Bangladesh,Colombo (RPS),8 Mar 2018,https://stats.espncricinfo.com/ci/engine/match/1133818.html
11,-,7,1,1,157.14,1,caught,2,v Sri Lanka,Colombo (RPS),12 Mar 2018,https://stats.espncricinfo.com/ci/engine/match/1133820.html
89,-,61,5,5,145.90,1,run out,1,v Bangladesh,Colombo (RPS),14 Mar 2018,https://stats.espncricinfo.com/ci/engine/match/1133821.html
56,-,42,4,3,133.33,2,caught,2,v Bangladesh,Colombo (RPS),18 Mar 2018,https://stats.espncricinfo.com/ci/engine/match/1133823.html
97,87,61,8,5,159.01,1,bowled,1,v Ireland,Dublin (Malahide),27 Jun 2018,https://stats.espncricinfo.com/ci/engine/match/1140992.html
0,-,2,0,0,0.00,4,caught,1,v Ireland,Dublin (Malahide),29 Jun 2018,https://stats.espncricinfo.com/ci/engine/match/1140993.html
32,-,30,3,1,106.66,2,caught,2,v England,Manchester,3 Jul 2018,https://stats.espncricinfo.com/ci/engine/match/1119543.html
5,-,9,1,0,55.55,1,caught,1,v England,Cardiff,6 Jul 2018,https://stats.espncricinfo.com/ci/engine/match/1119544.html
100*,-,56,11,5,178.57,1,not out,2,v England,Bristol,8 Jul 2018,https://stats.espncricinfo.com/ci/engine/match/1119545.html
6,-,6,1,0,100.00,1,caught,2,v West Indies,Eden Gardens,4 Nov 2018,https://stats.espncricinfo.com/ci/engine/match/1157759.html
111*,95,61,8,7,181.96,1,not out,1,v West Indies,Lucknow,6 Nov 2018,https://stats.espncricinfo.com/ci/engine/match/1157760.html
4,-,6,1,0,66.66,2,caught,2,v West Indies,Chennai,11 Nov 2018,https://stats.espncricinfo.com/ci/engine/match/1157761.html
7,-,8,0,0,87.50,1,caught,2,v Australia,Brisbane,21 Nov 2018,https://stats.espncricinfo.com/ci/engine/match/1144990.html
TDNB,-,-,-,-,-,-,-,-,v Australia,Melbourne,23 Nov 2018,https://stats.espncricinfo.com/ci/engine/match/1144991.html
23,-,16,1,2,143.75,1,bowled,2,v Australia,Sydney,25 Nov 2018,https://stats.espncricinfo.com/ci/engine/match/1144992.html
1,10,5,0,0,20.00,1,caught,2,v New Zealand,Wellington,6 Feb 2019,https://stats.espncricinfo.com/ci/engine/match/1153696.html
50,40,29,3,4,172.41,1,caught,2,v New Zealand,Auckland,8 Feb 2019,https://stats.espncricinfo.com/ci/engine/match/1153697.html
38,63,32,3,0,118.75,2,caught,2,v New Zealand,Hamilton,10 Feb 2019,https://stats.espncricinfo.com/ci/engine/match/1153698.html
5,11,8,0,0,62.50,1,caught,1,v Australia,Visakhapatnam,24 Feb 2019,https://stats.espncricinfo.com/ci/engine/match/1168247.html
24,-,25,2,2,96.00,1,caught,2,v West Indies,Lauderhill,3 Aug 2019,https://stats.espncricinfo.com/ci/engine/match/1188621.html
67,-,51,6,3,131.37,1,caught,1,v West Indies,Lauderhill,4 Aug 2019,https://stats.espncricinfo.com/ci/engine/match/1188622.html
12,21,12,0,2,100.00,1,lbw,2,v South Africa,Mohali,18 Sep 2019,https://stats.espncricinfo.com/ci/engine/match/1187005.html
9,11,8,2,0,112.50,2,caught,1,v South Africa,Bengaluru,22 Sep 2019,https://stats.espncricinfo.com/ci/engine/match/1187006.html
9,-,5,2,0,180.00,1,lbw,1,v Bangladesh,Delhi,3 Nov 2019,https://stats.espncricinfo.com/ci/engine/match/1187013.html
85,-,43,6,6,197.67,1,caught,2,v Bangladesh,Rajkot,7 Nov 2019,https://stats.espncricinfo.com/ci/engine/match/1187014.html
2,-,6,0,0,33.33,1,bowled,1,v Bangladesh,Nagpur,10 Nov 2019,https://stats.espncricinfo.com/ci/engine/match/1187015.html
8,-,10,1,0,80.00,1,caught,2,v West Indies,Hyderabad,6 Dec 2019,https://stats.espncricinfo.com/ci/engine/match/1187018.html
15,-,18,2,0,83.33,1,bowled,1,v West Indies,Thiruvananthapuram,8 Dec 2019,https://stats.espncricinfo.com/ci/engine/match/1187019.html
71,-,34,6,5,208.82,1,caught,1,v West Indies,Wankhede,11 Dec 2019,https://stats.espncricinfo.com/ci/engine/match/1187020.html
7,-,6,0,1,116.66,1,caught,2,v New Zealand,Auckland,24 Jan 2020,https://stats.espncricinfo.com/ci/engine/match/1187677.html
8,3,6,2,0,133.33,1,caught,2,v New Zealand,Auckland,26 Jan 2020,https://stats.espncricinfo.com/ci/engine/match/1187678.html
65,50,40,6,3,162.50,1,caught,1,v New Zealand,Hamilton,29 Jan 2020,https://stats.espncricinfo.com/ci/engine/match/1187679.html
60*,-,41,3,3,146.34,3,retired notout,1,v New Zealand,Mount Maunganui,2 Feb 2020,https://stats.espncricinfo.com/ci/engine/match/1187681.html
15,22,17,2,0,88.23,1,caught,1,v England,Ahmedabad,16 Mar 2021,https://stats.espncricinfo.com/ci/engine/match/1243390.html
12,17,12,1,1,100.00,1,caught,1,v England,Ahmedabad,18 Mar 2021,https://stats.espncricinfo.com/ci/engine/match/1243391.html
64,42,34,4,5,188.23,1,bowled,1,v England,Ahmedabad,20 Mar 2021,https://stats.espncricinfo.com/ci/engine/match/1243392.html
0,6,1,0,0,0.00,2,lbw,1,v Pakistan,Dubai (DICS),24 Oct 2021,https://stats.espncricinfo.com/ci/engine/match/1273727.html
14,23,14,1,1,100.00,3,caught,1,v New Zealand,Dubai (DICS),31 Oct 2021,https://stats.espncricinfo.com/ci/engine/match/1273739.html
74,78,47,8,3,157.44,2,caught,1,v Afghanistan,Abu Dhabi,3 Nov 2021,https://stats.espncricinfo.com/ci/engine/match/1273744.html
30,29,16,5,1,187.50,2,lbw,2,v Scotland,Dubai (DICS),5 Nov 2021,https://stats.espncricinfo.com/ci/engine/match/1273748.html
56,46,37,7,2,151.35,2,caught,2,v Namibia,Dubai (DICS),8 Nov 2021,https://stats.espncricinfo.com/ci/engine/match/1273753.html
48,63,36,5,2,133.33,2,caught,2,v New Zealand,Jaipur,17 Nov 2021,https://stats.espncricinfo.com/ci/engine/match/1278671.html
55,90,36,1,5,152.77,2,caught,2,v New Zealand,Ranchi,19 Nov 2021,https://stats.espncricinfo.com/ci/engine/match/1278672.html
56,60,31,5,3,180.64,1,caught,1,v New Zealand,Eden Gardens,21 Nov 2021,https://stats.espncricinfo.com/ci/engine/match/1278673.html
40,37,19,4,3,210.52,1,caught,2,v West Indies,Eden Gardens,16 Feb 2022,https://stats.espncricinfo.com/ci/engine/match/1278679.html
19,39,18,2,1,105.55,1,caught,1,v West Indies,Eden Gardens,18 Feb 2022,https://stats.espncricinfo.com/ci/engine/match/1278680.html
7,25,15,0,0,46.66,4,bowled,1,v West Indies,Eden Gardens,20 Feb 2022,https://stats.espncricinfo.com/ci/engine/match/1278681.html
44,58,32,2,1,137.50,1,bowled,1,v Sri Lanka,Lucknow,24 Feb 2022,https://stats.espncricinfo.com/ci/engine/match/1278684.html
1,5,2,0,0,50.00,1,bowled,2,v Sri Lanka,Dharamsala,26 Feb 2022,https://stats.espncricinfo.com/ci/engine/match/1278685.html
5,8,9,1,0,55.55,2,caught,2,v Sri Lanka,Dharamsala,27 Feb 2022,https://stats.espncricinfo.com/ci/engine/match/1278686.html
24,14,14,5,0,171.42,1,caught,1,v England,Southampton,7 Jul 2022,https://stats.espncricinfo.com/ci/engine/match/1276904.html
31,26,20,3,2,155.00,1,caught,1,v England,Birmingham,9 Jul 2022,https://stats.espncricinfo.com/ci/engine/match/1276905.html
11,26,12,2,0,91.66,1,caught,2,v England,Nottingham,10 Jul 2022,https://stats.espncricinfo.com/ci/engine/match/1276906.html
64,77,44,7,2,145.45,1,caught,1,v West Indies,Tarouba,29 Jul 2022,https://stats.espncricinfo.com/ci/engine/match/1317903.html
0,2,1,0,0,0.00,1,caught,1,v West Indies,Basseterre,1 Aug 2022,https://stats.espncricinfo.com/ci/engine/match/1317904.html
11*,7,5,1,1,220.00,1,retired notout,2,v West Indies,Basseterre,2 Aug 2022,https://stats.espncricinfo.com/ci/engine/match/1317905.html
33,24,16,2,3,206.25,1,bowled,1,v West Indies,Lauderhill,6 Aug 2022,https://stats.espncricinfo.com/ci/engine/match/1317906.html
12,44,18,0,1,66.66,1,caught,2,v Pakistan,Dubai (DICS),28 Aug 2022,https://stats.espncricinfo.com/ci/engine/match/1327270.html
21,28,13,2,1,161.53,2,caught,1,v Hong Kong,Dubai (DICS),31 Aug 2022,https://stats.espncricinfo.com/ci/engine/match/1327272.html
28,27,16,3,2,175.00,2,caught,1,v Pakistan,Dubai (DICS),4 Sep 2022,https://stats.espncricinfo.com/ci/engine/match/1327276.html
72,70,41,5,4,175.60,2,caught,1,v Sri Lanka,Dubai (DICS),6 Sep 2022,https://stats.espncricinfo.com/ci/engine/match/1327277.html
11,13,9,1,1,122.22,2,caught,1,v Australia,Mohali,20 Sep 2022,https://stats.espncricinfo.com/ci/engine/match/1327503.html
46*,-,20,4,4,230.00,2,not out,2,v Australia,Nagpur,23 Sep 2022,https://stats.espncricinfo.com/ci/engine/match/1327504.html
17,19,14,2,1,121.42,2,caught,2,v Australia,Hyderabad,25 Sep 2022,https://stats.espncricinfo.com/ci/engine/match/1327505.html
0,14,2,0,0,0.00,2,caught,2,v South Africa,Thiruvananthapuram,28 Sep 2022,https://stats.espncricinfo.com/ci/engine/match/1327506.html
43,50,37,7,1,116.21,2,caught,1,v South Africa,Guwahati,2 Oct 2022,https://stats.espncricinfo.com/ci/engine/match/1327507.html
0,3,2,0,0,0.00,1,bowled,2,v South Africa,Indore,4 Oct 2022,https://stats.espncricinfo.com/ci/engine/match/1327508.html
4,20,7,0,0,57.14,2,caught,2,v Pakistan,Melbourne,23 Oct 2022,https://stats.espncricinfo.com/ci/engine/match/1298150.html
53,53,39,4,3,135.89,2,caught,1,v Netherlands,Sydney,27 Oct 2022,https://stats.espncricinfo.com/ci/engine/match/1298157.html
15,22,14,1,1,107.14,2,caught,1,v South Africa,Perth,30 Oct 2022,https://stats.espncricinfo.com/ci/engine/match/1298164.html
2,18,8,0,0,25.00,2,caught,1,v Bangladesh,Adelaide,2 Nov 2022,https://stats.espncricinfo.com/ci/engine/match/1298169.html
15,20,13,2,0,115.38,2,caught,1,v Zimbabwe,Melbourne,6 Nov 2022,https://stats.espncricinfo.com/ci/engine/match/1298176.html
27,37,28,4,0,96.42,2,caught,1,v England,Adelaide,10 Nov 2022,https://stats.espncricinfo.com/ci/engine/match/1298178.html
0,1,2,0,0,0.00,1,run out,2,v Afghanistan,Mohali,11 Jan 2024,https://stats.espncricinfo.com/ci/engine/match/1389396.html
0,6,1,0,0,0.00,2,bowled,2,v Afghanistan,Indore,14 Jan 2024,https://stats.espncricinfo.com/ci/engine/match/1389397.html
121*,103,69,11,8,175.36,2,not out,1,v Afghanistan,Bengaluru,17 Jan 2024,https://stats.espncricinfo.com/ci/engine/match/1389398.html
52*,48,37,4,3,140.54,1,retired notout,2,v Ireland,New York,5 Jun 2024,https://stats.espncricinfo.com/ci/engine/match/1415708.html
13,15,12,1,1,108.33,1,caught,1,v Pakistan,New York,9 Jun 2024,https://stats.espncricinfo.com/ci/engine/match/1415719.html
3,12,6,0,0,50.00,1,caught,2,v U.S.A.,New York,12 Jun 2024,https://stats.espncricinfo.com/ci/engine/match/1415725.html
8,13,13,1,0,61.53,1,caught,1,v Afghanistan,Bridgetown,20 Jun 2024,https://stats.espncricinfo.com/ci/engine/match/1415743.html
23,14,11,3,1,209.09,1,caught,1,v Bangladesh,North Sound,22 Jun 2024,https://stats.espncricinfo.com/ci/engine/match/1415747.html
92,59,41,7,8,224.39,1,bowled,1,v Australia,Gros Islet,24 Jun 2024,https://stats.espncricinfo.com/ci/engine/match/1415751.html
57,57,39,6,2,146.15,1,bowled,1,v England,Providence,27 Jun 2024,https://stats.espncricinfo.com/ci/engine/match/1415754.html
9,7,5,2,0,180.00,1,caught,1,v South Africa,Bridgetown,29 Jun 2024,https://stats.espncricinfo.com/ci/engine/match/1415755.html
40*,38,37,5,1,108.10,3,not out,2,v Baroda,Wankhede,3 Apr 2007,https://stats.espncricinfo.com/ci/engine/match/290527.html
101*,74,45,13,5,224.44,3,not out,2,v Gujarat,Brabourne,4 Apr 2007,https://stats.espncricinfo.com/ci/engine/match/290539.html
13,10,11,0,1,118.18,3,caught,1,v Saurashtra,Wankhede,5 Apr 2007,https://stats.espncricinfo.com/ci/engine/match/290551.html
18,11,11,2,1,163.63,3,caught,2,v Maharashtra,Brabourne,6 Apr 2007,https://stats.espncricinfo.com/ci/engine/match/290561.html
25,26,26,1,1,96.15,4,bowled,2,v Tamil Nadu,Ahmedabad,16 Apr 2007,https://stats.espncricinfo.com/ci/engine/match/290836.html
0,1,1,0,0,0.00,3,caught,2,v Haryana,Ahmedabad,17 Apr 2007,https://stats.espncricinfo.com/ci/engine/match/290839.html
39,28,25,4,2,156.00,3,caught,1,v M. Pradesh,Ahmedabad,18 Apr 2007,https://stats.espncricinfo.com/ci/engine/match/290843.html
16,20,16,1,0,100.00,3,caught,1,v Bengal,Ahmedabad,19 Apr 2007,https://stats.espncricinfo.com/ci/engine/match/290847.html
DNB,-,-,-,-,-,-,-,1,v England,Durban,19 Sep 2007,https://stats.espncricinfo.com/ci/engine/match/287873.html
50*,52,40,7,2,125.00,5,not out,1,v South Africa,Durban,20 Sep 2007,https://stats.espncricinfo.com/ci/engine/match/287876.html
8*,11,5,0,1,160.00,6,not out,1,v Australia,Durban,22 Sep 2007,https://stats.espncricinfo.com/ci/engine/match/287878.html
30*,22,16,2,1,187.50,6,not out,1,v Pakistan,Johannesburg,24 Sep 2007,https://stats.espncricinfo.com/ci/engine/match/287879.html
DNB,-,-,-,-,-,-,-,2,v Australia,Brabourne,20 Oct 2007,https://stats.espncricinfo.com/ci/engine/match/297800.html
8,15,8,1,0,100.00,5,bowled,1,v Australia,Melbourne,1 Feb 2008,https://stats.espncricinfo.com/ci/engine/match/291356.html
0,-,3,0,0,0.00,5,caught,1,v KKR,Eden Gardens,20 Apr 2008,https://stats.espncricinfo.com/ci/engine/match/335986.html
66,-,36,6,4,183.33,5,caught,1,v Daredevils,Hyderabad,22 Apr 2008,https://stats.espncricinfo.com/ci/engine/match/335988.html
36,-,30,3,1,120.00,5,caught,1,v RR,Hyderabad,24 Apr 2008,https://stats.espncricinfo.com/ci/engine/match/335990.html
DNB,-,-,-,-,-,-,-,2,v MI,DY Patil,27 Apr 2008,https://stats.espncricinfo.com/ci/engine/match/335994.html
76*,-,42,10,2,180.95,4,not out,1,v Kings XI,Hyderabad,1 May 2008,https://stats.espncricinfo.com/ci/engine/match/335999.html
57,-,42,5,3,135.71,4,caught,2,v RCB,Bengaluru,3 May 2008,https://stats.espncricinfo.com/ci/engine/match/336034.html
23,-,17,2,1,135.29,4,caught,2,v CSK,Chennai,6 May 2008,https://stats.espncricinfo.com/ci/engine/match/336007.html
5,-,8,0,0,62.50,4,run out,1,v RR,Jaipur,9 May 2008,https://stats.espncricinfo.com/ci/engine/match/336011.html
33,-,24,3,2,137.50,4,caught,2,v KKR,Hyderabad,11 May 2008,https://stats.espncricinfo.com/ci/engine/match/336014.html
35,-,18,3,2,194.44,4,bowled,2,v Daredevils,Delhi,15 May 2008,https://stats.espncricinfo.com/ci/engine/match/336020.html
6,-,10,1,0,60.00,3,lbw,2,v MI,Hyderabad,18 May 2008,https://stats.espncricinfo.com/ci/engine/match/336024.html
50,-,27,3,4,185.18,3,bowled,1,v Kings XI,Mohali,23 May 2008,https://stats.espncricinfo.com/ci/engine/match/336031.html
17,-,16,2,0,106.25,3,caught,1,v RCB,Hyderabad,25 May 2008,https://stats.espncricinfo.com/ci/engine/match/336002.html
4,13,11,0,0,36.36,6,caught,2,v Sri Lanka,Colombo (RPS),10 Feb 2009,https://stats.espncricinfo.com/ci/engine/match/386535.html
7,9,7,0,1,100.00,4,caught,1,v New Zealand,Christchurch,25 Feb 2009,https://stats.espncricinfo.com/ci/engine/match/386494.html
36*,-,32,3,2,112.50,4,not out,2,v KKR,Cape Town,19 Apr 2009,https://stats.espncricinfo.com/ci/engine/match/392184.html
52,-,30,1,5,173.33,4,caught,1,v RCB,Cape Town,22 Apr 2009,https://stats.espncricinfo.com/ci/engine/match/392188.html
3,-,5,0,0,60.00,4,caught,1,v MI,Durban,25 Apr 2009,https://stats.espncricinfo.com/ci/engine/match/392192.html
